Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2021 Revenue/Yr,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2020 % Sales Growth,2019 % Sales Growth,2018 % Sales Growth,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2020 % Employee Growth,2019 % Employee Growth,2018 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Other_Source ,
"AtoZDatabases","09/25/2022","03/25/2023","AmexDrug Corporation","","369 S Doheny Dr # 326","369","S","Doheny","Dr","","Beverly Hills","CA","90211","3508","Jack Amin","Jack","","Amin","Chief Executive Officer","Male","3","9","$9,000,000","369 S Doheny Dr # 326","369","S","Doheny","Dr","","Beverly Hills","CA","90211","3508","(323) 725-3100","N/A","N/A","Los Angeles","25,000 to 49,999","Los Angeles-Long Beach-Anaheim","34.0597270092046","-118.389939250041","","Pharmacies","Headquarters","","No","5912001","Pharmacies","5122003","Pharmaceutical Products Wholesale","8741008","Medical Business Management","5912003","Drug Stores","","","","","","","","","","","","","456110","Pharmacies and Drug Retailers","424210","Drugs and Druggists' Sundries Merchant Wholesalers","561110","Office Administrative Services","","","","","","","","","","","","","","","No","5 to 9","Public","No","1,000 to 4,999","www.amexdrug.com","No","1963","","","","100","2397000","2660670","0","0","-10.0","0.0","0.0","3","3","","","0.0","0.0","0.0","Jack","Amin","Chief Executive Officer","Male","Administration & Operations","Arturo","Filippe","Other Contacts","Male","Accounting & Finance","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$15,000 to $24,999","$7,500 to $19,999","$7,500 to $14,999","$5,000 to $9,999","$25,000 to $99,999","$10,000 to $24,999","$2,000 to $4,999","$20,000 to $49,999","11140017707605","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Tekplan Solutions LLC","","7505 Kinnikinnick Dr","7505","","Kinnikinni","Dr","","Roscoe","IL","61073","7808","Zack Spelz","Zack","","Spelz","Executive Officer","Male","9","9","$8,941,000","7505 Kinnikinnick Dr","7505","","Kinnikinni","Dr","","Roscoe","IL","61073","7808","(815) 985-4496","N/A","N/A","Winnebago","Up to 24,999","Rockford, IL","42.435177","-88.970314","","Control Systems & Regulators Wholesale","Headquarters","","No","5063067","Control Systems & Regulators Wholesale","","","","","","","","","","","","","","","","","","","423610","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","www.tekplansolutions.com","No","2002","","","","96","8941000","8570401","8570401","8998921","4.0","0.0","-5.0","9","11","11","11","-18.0","0.0","0.0","Zack","Spelz","Executive Officer","Male","Administration & Operations","Ralphj","Perkins","General Manager","Male","Administration & Operations","Steven","Patterson","Other Contacts","Male","Information Technology","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132542820677","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Garage Technology Ventures","","1059 E Meadow Cir","1059","E","Meadow","Cir","","Palo Alto","CA","94303","4231","Bill Reichert","Bill","","Reichert","Executive Officer","Male","6","8","$8,829,000","1059 E Meadow Cir","1059","E","Meadow","Cir","","Palo Alto","CA","94303","4231","(650) 397-1359","N/A","N/A","Santa Clara","50,000 to 99,999","San Jose-Sunnyvale-Santa Clara","37.4307887","-122.1091873","","Venture Capital Companies","Headquarters","","No","6799003","Venture Capital Companies","","","","","","","","","","","","","","","","","","","523910","Miscellaneous Intermediation","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.garage.com","No","1997","","","","100","8829000","5405879","5405879","6757349","63.0","0.0","-20.0","8","8","8","10","0.0","0.0","-20.0","Bill","Reichert","Executive Officer","Male","Administration & Operations","Joyce","Chung","Executive Officer","Female","Administration & Operations","Henry","Wong","Executive Officer","Male","Administration & Operations","Samuel","Kwok","Partner","Male","Administration & Operations","Guy","Kawasaki","Partner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999","11140013794985","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Putnam Greene Financial Corporation","","100 S Madison Ave","100","S","Madison","Ave","","Eatonton","GA","31024","1008","Lurner Benton","Lurner","O","Benton","Chief Executive Officer","Unknown","9","9","$8,715,000","PO Box 4450","4450","","PO Box","","","Eatonton","GA","31024","4450","(706) 485-9941","(706) 485-9947","N/A","Putnam","Up to 24,999","","33.3254875","-83.390205","581766576","Bank Holding Companies","Headquarters","","No","6712001","Bank Holding Companies","","","","","","","","","","","","","","","","","","","551111","Offices of Bank Holding Companies","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.ibankfmb.com","No","1987","","","","96","8715000","5678442","5678442","5678442","53.0","0.0","0.0","9","9","9","9","0.0","0.0","0.0","Lurner","Benton","Chief Executive Officer","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132545875517","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Checkmarx","","7000 Central Pkwy","7000","","Central","Pkwy","","Atlanta","GA","30328","4579","Emmanuel Benzaquen","Emmanuel","","Benzaquen","Chief Executive Officer","Male","6","6","$8,673,000","7000 Central Pkwy","7000","","Central","Pkwy","","Atlanta","GA","30328","4579","(800) 257-5746","N/A","N/A","Fulton","500,000 or more","Atlanta-Sandy Springs-Alpharet","33.927523","-84.348686","","Software Publishers","Headquarters","","No","7372001","Software Publishers","7372008","Antivirus, Security, & Utilities Software","","","","","","","","","","","","","","","","","513210","Software Publishers","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","www.checkmarx.com","No","","","","","100","6211000","1638250","1638250","1638250","279.0","0.0","0.0","6","4","4","4","50.0","0.0","0.0","Emmanuel","Benzaquen","Chief Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11132551526511","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Farmhouse Inc","","1355 Market St Ste 488","1355","","Market","St","","San Francisco","CA","94103","1337","Evan Horowitz","Evan","","Horowitz","Chief Executive Officer","Male","6","6","$8,673,000","1355 Market St Ste 488","1355","","Market","St","","San Francisco","CA","94103","1337","(888) 420-6856","N/A","N/A","San Francisco","500,000 or more","San Francisco-Oakland-Berkeley","37.7767158","-122.4167261","","Software Publishers","Headquarters","","No","7372001","Software Publishers","7374021","Internet & Online Services","7372011","Data Processing Software","7374034","Social Media & Networks","","","","","","","","","","","","","513210","Software Publishers","518210","Data Processing, Hosting, and Related Services","","","","","","","","","","","","","","","","","No","5 to 9","Public","No","1,000 to 4,999","www.weedclub.com","No","2013","FMHS","","","100","5383000","5544490","0","0","-3.0","0.0","0.0","6","7","","","-14.0","0.0","0.0","Evan","Horowitz","Chief Executive Officer","Male","Administration & Operations","Lanny","Lang","Chief Financial Officer","Male","Administration & Operations","Michael","Landau","Chief Technology Officer Chief Information Officer","Male","Administration & Operations","Teresita","De Ungria-Dee","Controller","Female","Accounting & Finance","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$2,500 to $7,499","$15,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11140017707355","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Perla Capital Partners","","1002 N Linden Cir","1002","N","Linden","Cir","","Wichita","KS","67206","4001","Matt Michaelis","Matt","","Michaelis","Manager","Male","7","7","$8,592,000","1002 N Linden Cir","1002","N","Linden","Cir","","Wichita","KS","67206","4001","(917) 593-0513","N/A","N/A","Sedgwick","250,000 to 499,999","Wichita, KS","37.699247","-97.233041","","Investment Firms","Headquarters","","No","6211005","Investment Firms","","","","","","","","","","","","","","","","","","","523150","Investment Banking and Securities Intermediation","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.perlacapitalpartners.com","No","2010","","","","96","4906000","2600922","2600922","2600922","89.0","0.0","0.0","7","7","7","7","0.0","0.0","0.0","Matt","Michaelis","Manager","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11132545445879","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Vision Hydrogen Corporation","","95 Christopher Columbus Dr Fl 16","95","","Christophe","Dr","","Jersey City","NJ","07302","2927","Andrew Hromyk","Andrew","","Hromyk","Chief Executive Officer","Male","6","9","$8,450,000","95 Christopher Columbus Dr Fl 16","95","","Christophe","Dr","","Jersey City","NJ","07302","2927","(551) 298-3600","N/A","N/A","Hudson","250,000 to 499,999","New York-Newark-Jersey City, N","40.719208","-74.0423561","","Industrial Gases Mfg","Headquarters","","Yes","2813001","Industrial Gases Mfg","2813004","Hydrogen Mfg","","","","","","","","","","","","","","","","","325120","Industrial Gas Manufacturing","","","","","","","","","","","","","","","","","","","No","10 to 24","Public","No","1,000 to 4,999","www.visionh2.com","No","2015","VIHD","","","100","5051000","5000490","0","0","1.0","0.0","0.0","6","6","","","0.0","0.0","0.0","Andrew","Hromyk","Chief Executive Officer","Male","Administration & Operations","Matthew","Hidalgo","Chief Financial Officer","Male","Administration & Operations","Michael","Strizki","Chief Technology Officer Chief Information Officer","Male","Administration & Operations","Paul","Benis","Executive Officer","Male","Administration & Operations","James","Strizki","Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$20,000 to $49,999","$25,000 to $99,999","$10,000 to $24,999","$25,000 to $99,999","$25,000 to $99,999","$2,000 to $4,999","$20,000 to $49,999","11140017707560","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Page Holding Co","","101 S Main St","101","S","Main","St","","Plankinton","SD","57368","2264","Ron Kristensen","Ron","L","Kristensen","Chief Executive Officer","Male","6","9","$8,316,000","PO Box 10","10","","PO Box","","","Plankinton","SD","57368","0010","(605) 942-7781","(605) 942-7784","N/A","Aurora","Up to 24,999","","43.714154","-98.485669","","Bank Holding Companies","Headquarters","","No","6712001","Bank Holding Companies","","","","","","","","","","","","","","","","","","","551111","Offices of Bank Holding Companies","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.fmsbonline.com","No","1988","","","","100","8316000","5609835","5609835","4986520","48.0","0.0","13.0","9","9","9","8","0.0","0.0","13.0","Ron","Kristensen","Chief Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132543629156","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","PhenixFIN Corporation","","445 Park Ave Fl 10","445","","Park","Ave","","New York","NY","10022","8632","David Lorber","David","Aaron","Lorber","Chief Executive Officer","Male","5","7","$8,238,000","445 Park Ave Fl 10","445","","Park","Ave","","New York","NY","10022","8632","(212) 859-0390","N/A","N/A","New York","500,000 or more","New York-Newark-Jersey City, N","40.7610945","-73.9706419","","Asset Management","Headquarters","","No","6282018","Asset Management","","","","","","","","","","","","","","","","","","","523940","Portfolio Management and Investment Advice","","","","","","","","","","","","","","","","","","","No","10 to 24","Public","No","1,000 to 4,999","www.phenixfc.com","No","2021","PFX","","","97","2034000","0","0","0","0.0","0.0","0.0","5","","","","0.0","0.0","0.0","David","Lorber","Chief Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11140024245204","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","First Capital International Inc","","2973 Bingle Rd","2973","","Bingle","Rd","","Houston","TX","77055","1009","Alex Genin","Alex","","Genin","Chief Executive Officer","Male","8","9","$8,213,000","2973 Bingle Rd","2973","","Bingle","Rd","","Houston","TX","77055","1009","(713) 629-4866","(713) 629-4913","N/A","Harris","500,000 or more","Houston-The Woodlands-Sugar La","29.8208560150045","-95.4986127194608","","Residential Building Construction","Headquarters","","No","1522001","Residential Building Construction","1731043","Building & Home Automation","1521001","Single-Family House Construction","","","","","","","","","","","","","","","236116","New Multifamily Housing Construction (except For-Sale Builders)","238210","Electrical Contractors and Other Wiring Installation Contractors","236115","New Single-Family Housing Construction (except For-Sale Builders)","","","","","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","","No","1977","","","","100","8213000","7650630","7650630","8500700","7.0","0.0","-10.0","9","9","9","10","0.0","0.0","-10.0","Alex","Genin","Chief Executive Officer","Male","Administration & Operations","Edward","Genin","Executive Officer","Male","Administration & Operations","James","Gooch","Executive Officer","Male","Administration & Operations","Ato","Sangeo","Manager","Male","Purchasing","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999","11132571718652","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Siebert Brandford Shank & Co","","535 Griswold St Ste 2250","535","","Griswold","St","","Detroit","MI","48226","3682","John Carter","John","","Carter","Executive Officer","Male","7","7","$8,157,000","535 Griswold St Ste 2250","535","","Griswold","St","","Detroit","MI","48226","3682","(313) 496-4500","(313) 496-4550","N/A","Wayne","500,000 or more","Detroit-Warren-Dearborn, MI","42.329414","-83.046976","","Investment Bankers","Headquarters","","No","6211007","Investment Bankers","","","","","","","","","","","","","","","","","","","523150","Investment Banking and Securities Intermediation","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","","No","2005","","","","96","11656000","7011100","7011100","8012686","66.0","0.0","-13.0","7","7","7","8","0.0","0.0","-12.0","John","Carter","Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132543126353","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","American Heritage Insurance","American Heritage Insurance Group","9675 Montgomery Rd Ste 101","9675","","Montgomery","Rd","","Cincinnati","OH","45242","7263","Beth Fisher","Beth","","Fisher","Chief Operating Officer","Female","8","8","$8,155,000","9675 Montgomery Rd Ste 101","9675","","Montgomery","Rd","","Cincinnati","OH","45242","7263","(513) 984-5255","(513) 984-5339","(888) 984-5353","Hamilton","250,000 to 499,999","Cincinnati, OH-KY-IN","39.232061","-84.352993","","Property Insurance Carriers","Headquarters","","No","6331002","Property Insurance Carriers","6411008","Property & Casualty Insurance Agents","","","","","","","","","","","","","","","","","524126","Direct Property and Casualty Insurance Carriers","524210","Insurance Agencies and Brokerages","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","Up to 999","www.americanheritageins.com","No","2017","","","","92","8009000","4344330","4344330","3475464","84.0","0.0","25.0","5","5","5","4","0.0","0.0","25.0","Beth","Fisher","Chief Operating Officer","Female","Administration & Operations","Melanie","Bosse","Executive Officer","Female","Marketing & Advertising","Michael","Rice","Principal","Male","Administration & Operations","Holly","Schick","Manager","Female","Accounting & Finance","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$2,000 to $4,999","$5,000 to $9,999","$2,500 to $4,999","$2,000 to $4,999","$2,500 to $7,499","11140011214626","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Williston Holding Company Inc","","9531 W 78th St Ste 340","9531","W","78th","St","","Eden Prairie","MN","55344","8001","Marcus Jundt","Marcus","E","Jundt","Chief Executive Officer","Male","5","5","$7,854,000","9531 W 78th St Ste 340","9531","W","78th","St","","Eden Prairie","MN","55344","8001","(701) 651-3011","N/A","N/A","Hennepin","50,000 to 99,999","Minneapolis-St. Paul-Bloomingt","44.857537","-93.400514","","Non-Bank Holding Companies","Headquarters","","Yes","6719001","Non-Bank Holding Companies","2834001","Pharmaceutical Preparation Mfg","2834016","Pharmaceutical Laboratories","","","","","","","","","","","","","","","551112","Offices of Other Holding Companies","325412","Pharmaceutical Preparation Manufacturing","","","","","","","","","","","","","","","","","No","5 to 9","Public","No","Up to 999","","No","2012","","","","100","4770000","5008500","0","0","-5.0","0.0","0.0","5","5","","","0.0","0.0","0.0","Marcus","Jundt","Chief Executive Officer","Male","Administration & Operations","Lawrence","Neumann","Chief Financial Officer","Male","Administration & Operations","Perry","Brush","Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$2,000 to $4,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11140017707839","No","","Williston Holding Company Inc","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Independent Publications Inc","","945 E Haverford Rd Ste A","945","E","Haverford","Rd","","Bryn Mawr","PA","19010","3814","Andrew Bickford","Andrew","T","Bickford","Chief Executive Officer","Male","8","8","$7,806,000","945 E Haverford Rd Ste A","945","E","Haverford","Rd","","Bryn Mawr","PA","19010","3814","(610) 527-6330","(610) 527-9733","N/A","Montgomery","Up to 24,999","Philadelphia-Camden-Wilmington","40.0160016","-75.3197821","","Newspapers Publishing & Printing","Headquarters","","Yes","2711001","Newspapers Publishing & Printing","","","","","","","","","","","","","","","","","","","513110","Newspaper Publishers","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","","No","1975","","","","96","1698000","1124714","1124714","1124714","51.0","0.0","0.0","8","8","8","8","0.0","0.0","0.0","Andrew","Bickford","Chief Executive Officer","Male","Administration & Operations","Charles","Catherwood","Executive Officer","Male","Administration & Operations","William","McLean","Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","Up to $999","$7,500 to $19,999","$25,000 to $99,999","$5,000 to $9,999","$10,000 to $24,999","$25,000 to $99,999","$2,000 to $4,999","$20,000 to $49,999","11132555051668","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Shawmark Group","","6529 John Mosby Hwy","6529","","John Mosby","Hwy","","Middleburg","VA","20117","5324","Shawna Stout","Shawna","","Stout","Partner","Female","8","8","$7,725,000","PO Box 343","343","","PO Box","","","Middleburg","VA","20118","0343","(540) 687-3870","(540) 687-3871","N/A","Fauquier","Up to 24,999","Washington-Arlington-Alexandri","38.9705648560327","-77.7856243559904","","Investors","Headquarters","","No","6799001","Investors","6211024","Investment Securities","6726001","Investment Offices","","","","","","","","","","","","","","","523910","Miscellaneous Intermediation","523999","Miscellaneous Financial Investment Activities","525990","Other Financial Vehicles","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","","No","2008","","","","100","7725000","5358516","5358516","5358516","44.0","0.0","0.0","8","8","8","8","0.0","0.0","0.0","Shawna","Stout","Partner","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999","11132550651422","No","","","AtoZDatabases",
